location_id,location_name,parameter,value,unit,datetimeUtc,datetimeLocal,timezone,latitude,longitude,country_iso,isMobile,isMonitor,owner_name,provider
95,"Amsterdam-Vondelpark","co",0.2881,"µg/m³","2021-01-04T20:00:00Z","2021-01-04T21:00:00+01:00","Europe/Amsterdam",52.359714000013874,4.866208000411839,,,,"Unknown Governmental Organization","EEA"
95,"Amsterdam-Vondelpark","co",0.3019,"µg/m³","2021-01-04T21:00:00Z","2021-01-04T22:00:00+01:00","Europe/Amsterdam",52.359714000013874,4.866208000411839,,,,"Unknown Governmental Organization","EEA"
95,"Amsterdam-Vondelpark","co",0.3054,"µg/m³","2021-01-04T22:00:00Z","2021-01-04T23:00:00+01:00","Europe/Amsterdam",52.359714000013874,4.866208000411839,,,,"Unknown Governmental Organization","EEA"
95,"Amsterdam-Vondelpark","co",-999,"µg/m³","2021-01-04T23:00:00Z","2021-01-05T00:00:00+01:00","Europe/Amsterdam",52.359714000013874,4.866208000411839,,,,"Unknown Governmental Organization","EEA"
95,"Amsterdam-Vondelpark","co",0.3028,"µg/m³","2021-01-05T00:00:00Z","2021-01-05T01:00:00+01:00","Europe/Amsterdam",52.359714000013874,4.866208000411839,,,,"Unknown Governmental Organization","EEA"
95,"Amsterdam-Vondelpark","co",-999,"µg/m³","2021-01-05T01:00:00Z","2021-01-05T02:00:00+01:00","Europe/Amsterdam",52.359714000013874,4.866208000411839,,,,"Unknown Governmental Organization","EEA"
95,"Amsterdam-Vondelpark","co",-999,"µg/m³","2021-01-05T02:00:00Z","2021-01-05T03:00:00+01:00","Europe/Amsterdam",52.359714000013874,4.866208000411839,,,,"Unknown Governmental Organization","EEA"
95,"Amsterdam-Vondelpark","co",-999,"µg/m³","2021-01-05T03:00:00Z","2021-01-05T04:00:00+01:00","Europe/Amsterdam",52.359714000013874,4.866208000411839,,,,"Unknown Governmental Organization","EEA"
95,"Amsterdam-Vondelpark","co",0.3145,"µg/m³","2021-01-05T04:00:00Z","2021-01-05T05:00:00+01:00","Europe/Amsterdam",52.359714000013874,4.866208000411839,,,,"Unknown Governmental Organization","EEA"
95,"Amsterdam-Vondelpark","co",-999,"µg/m³","2021-01-05T05:00:00Z","2021-01-05T06:00:00+01:00","Europe/Amsterdam",52.359714000013874,4.866208000411839,,,,"Unknown Governmental Organization","EEA"
95,"Amsterdam-Vondelpark","co",0.3301,"µg/m³","2021-01-05T06:00:00Z","2021-01-05T07:00:00+01:00","Europe/Amsterdam",52.359714000013874,4.866208000411839,,,,"Unknown Governmental Organization","EEA"
95,"Amsterdam-Vondelpark","co",0.3375,"µg/m³","2021-01-05T07:00:00Z","2021-01-05T08:00:00+01:00","Europe/Amsterdam",52.359714000013874,4.866208000411839,,,,"Unknown Governmental Organization","EEA"
95,"Amsterdam-Vondelpark","co",-999,"µg/m³","2021-01-05T08:00:00Z","2021-01-05T09:00:00+01:00","Europe/Amsterdam",52.359714000013874,4.866208000411839,,,,"Unknown Governmental Organization","EEA"
95,"Amsterdam-Vondelpark","co",0.3565,"µg/m³","2021-01-05T13:00:00Z","2021-01-05T14:00:00+01:00","Europe/Amsterdam",52.359714000013874,4.866208000411839,,,,"Unknown Governmental Organization","EEA"
95,"Amsterdam-Vondelpark","co",0.3627,"µg/m³","2021-01-05T14:00:00Z","2021-01-05T15:00:00+01:00","Europe/Amsterdam",52.359714000013874,4.866208000411839,,,,"Unknown Governmental Organization","EEA"
95,"Amsterdam-Vondelpark","co",0.3792,"µg/m³","2021-01-05T15:00:00Z","2021-01-05T16:00:00+01:00","Europe/Amsterdam",52.359714000013874,4.866208000411839,,,,"Unknown Governmental Organization","EEA"
